CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,MonthlyCharges,TotalCharges,Churn,TenureGroup
C02489,Female,0,No,Yes,14,Two year,32.28,447.22,0,13-24 months
C02490,Male,0,No,No,14,Two year,60.13,833.49,0,13-24 months
C02491,Male,1,Yes,No,56,Month-to-month,48.73,2728.09,1,49-72 months
C02492,Female,0,Yes,Yes,67,Month-to-month,73.19,4894.96,0,49-72 months
C02493,Female,0,Yes,No,16,Month-to-month,90.39,1448.12,0,13-24 months
C02494,Female,0,Yes,Yes,38,Two year,117.49,4458.71,0,25-48 months
C02495,Male,0,Yes,Yes,3,Month-to-month,63.3,180.44,0,0-12 months
C02496,Male,1,No,No,64,Month-to-month,33.46,2147.34,0,49-72 months
C02497,Female,0,No,No,60,One year,90.46,5426.38,0,49-72 months
C02498,Male,0,No,No,70,Month-to-month,95.38,6674.53,1,49-72 months
C02499,Male,0,Yes,No,62,One year,40.33,2501.07,0,49-72 months
C02500,Male,0,No,Yes,50,Month-to-month,51,2544.23,1,49-72 months
C02501,Male,0,No,No,53,One year,42.1,2224.08,0,49-72 months
C02502,Female,1,No,No,35,Month-to-month,95.16,3331.71,1,25-48 months
C02503,Female,0,No,No,13,One year,55.15,720.39,0,13-24 months
C02504,Male,0,Yes,Yes,26,Month-to-month,119.49,3110.4,0,25-48 months
C02505,Female,1,No,No,3,Month-to-month,76.61,224.45,1,0-12 months
C02506,Male,0,Yes,No,48,Month-to-month,98.8,4733.37,0,25-48 months
C02507,Female,0,No,Yes,61,Month-to-month,57.45,3502.76,1,49-72 months
C02508,Male,0,Yes,No,43,Two year,79.82,3432.39,0,25-48 months
C02509,Male,0,Yes,No,46,Month-to-month,43.06,1989.85,0,25-48 months
C02510,Female,0,Yes,No,18,One year,76,1358.66,0,13-24 months
C02511,Male,1,No,No,66,Two year,26.57,1748.11,0,49-72 months
C02512,Female,0,No,Yes,37,Month-to-month,106.33,3939.14,0,25-48 months
C02513,Male,1,No,Yes,25,Two year,29.67,747.06,0,25-48 months
C02514,Male,0,Yes,No,32,Two year,43.49,1394.05,1,25-48 months
C02515,Female,0,No,No,28,Two year,93.94,2622.47,0,25-48 months
C02516,Female,0,No,Yes,7,Two year,70.39,494.85,0,0-12 months
C02517,Male,0,No,Yes,3,Month-to-month,115.25,348.52,1,0-12 months
C02518,Female,0,Yes,No,51,Month-to-month,27.03,1379.61,0,49-72 months
C02519,Male,0,No,No,10,Two year,98.72,990.87,0,0-12 months
C02520,Male,0,No,Yes,40,Month-to-month,93.4,3740.39,1,25-48 months
C02521,Male,1,Yes,No,30,Two year,48.03,1448.06,1,25-48 months
C02522,Male,0,No,No,14,One year,44.62,624.21,0,13-24 months
C02523,Male,0,No,No,6,One year,52.1,320.52,0,0-12 months
C02524,Female,0,No,No,34,Two year,61.64,2096.31,0,25-48 months
C02525,Male,0,Yes,No,66,Month-to-month,94.06,6207.86,0,49-72 months
C02526,Female,0,No,Yes,70,One year,78.97,5520.65,0,49-72 months
C02527,Female,0,Yes,Yes,52,Month-to-month,49.58,2570,0,49-72 months
C02528,Female,0,No,No,9,One year,23.39,211.27,0,0-12 months
C02529,Male,0,No,No,61,One year,105.05,6398.72,0,49-72 months
C02530,Male,0,No,Yes,66,Month-to-month,73.29,4842.24,0,49-72 months
C02531,Female,0,Yes,No,55,Two year,108.86,5990.64,0,49-72 months
C02532,Male,1,Yes,Yes,41,Two year,29.47,1215.07,1,25-48 months
C02533,Female,0,Yes,No,45,One year,42.81,1932.65,0,25-48 months
C02534,Male,0,Yes,Yes,21,Month-to-month,71.28,1488.46,0,13-24 months
C02535,Male,0,Yes,Yes,33,Month-to-month,53.07,1745.37,0,25-48 months
C02536,Male,1,No,No,30,Two year,51.97,1550.78,0,25-48 months
C02537,Male,0,No,Yes,21,Month-to-month,99.14,2073.6,0,13-24 months
C02538,Male,0,No,Yes,12,Month-to-month,47.2,576.22,0,0-12 months
C02539,Male,1,Yes,No,33,Month-to-month,50.03,1654.29,1,25-48 months
C02540,Female,0,No,Yes,29,One year,50.88,1465.62,0,25-48 months
C02541,Female,0,Yes,Yes,61,Month-to-month,49.89,3039.31,1,49-72 months
C02542,Female,0,Yes,No,66,Two year,39.28,2587.2,0,49-72 months
C02543,Male,1,No,Yes,10,Month-to-month,91.95,919.78,0,0-12 months
C02544,Male,0,Yes,No,30,Month-to-month,54.08,1616.83,0,25-48 months
C02545,Female,0,No,Yes,51,One year,49.08,2500.24,0,49-72 months
C02546,Male,0,Yes,No,9,Month-to-month,102.74,922.9,1,0-12 months
C02547,Male,1,No,Yes,21,Month-to-month,72.66,1527.63,0,13-24 months
C02548,Female,1,No,No,63,Month-to-month,78.53,4941.47,0,49-72 months
C02549,Male,0,No,Yes,22,Month-to-month,79.87,1759.71,0,13-24 months
C02550,Male,1,No,Yes,9,Month-to-month,81.85,734.4,0,0-12 months
C02551,Male,1,No,Yes,22,Month-to-month,61.94,1355.45,1,13-24 months
C02552,Male,0,No,Yes,9,Month-to-month,79.83,713.32,0,0-12 months
C02553,Female,0,Yes,No,7,One year,103.58,724.92,0,0-12 months
C02554,Male,1,Yes,Yes,56,One year,82.03,4600,0,49-72 months
C02555,Male,0,Yes,Yes,26,Month-to-month,55.02,1439.67,0,25-48 months
C02556,Male,0,Yes,No,45,Two year,31,1389.98,0,25-48 months
C02557,Male,0,No,Yes,50,Month-to-month,59.22,2968.75,0,49-72 months
C02558,Female,1,Yes,Yes,24,Month-to-month,118.31,2848.07,0,13-24 months
C02559,Male,0,Yes,No,43,Month-to-month,78.88,3396.11,1,25-48 months
C02560,Female,0,No,No,34,Month-to-month,118.89,4048.88,1,25-48 months
C02561,Male,0,No,Yes,65,One year,40.87,2651.8,1,49-72 months
C02562,Female,0,No,No,34,Month-to-month,41.17,1409.07,0,25-48 months
C02563,Male,0,Yes,Yes,45,Month-to-month,52.71,2369.78,0,25-48 months
C02564,Female,0,Yes,Yes,9,One year,109.38,990.65,0,0-12 months
C02565,Male,0,No,No,12,Month-to-month,21.49,251.4,1,0-12 months
C02566,Male,0,Yes,Yes,67,Month-to-month,84.79,5671.62,0,49-72 months
C02567,Male,0,No,Yes,70,Two year,86.16,6037.53,0,49-72 months
C02568,Female,0,Yes,Yes,6,Month-to-month,28.26,162.75,0,0-12 months
C02569,Male,0,No,No,66,One year,113.04,7460.17,0,49-72 months
C02570,Male,1,Yes,Yes,31,Month-to-month,89.66,2789.03,0,25-48 months
C02571,Female,0,Yes,No,5,Month-to-month,63.64,325.44,1,0-12 months
C02572,Female,0,Yes,No,68,One year,117.53,7991.47,1,49-72 months
C02573,Female,0,No,No,7,Two year,72.71,508.48,1,0-12 months
C02574,Male,0,Yes,No,17,Month-to-month,52.85,907.4,0,13-24 months
C02575,Female,0,Yes,Yes,63,Month-to-month,72.23,4558.87,0,49-72 months
C02576,Female,0,Yes,Yes,49,Month-to-month,90.09,4408.04,0,49-72 months
C02577,Male,0,Yes,No,50,One year,117.18,5864.95,0,49-72 months
C02578,Female,0,No,Yes,63,Two year,64.93,4098.29,0,49-72 months
C02579,Male,0,No,Yes,6,Month-to-month,56.94,336.49,0,0-12 months
C02580,Female,0,Yes,No,48,One year,113.57,5450.81,0,25-48 months
C02581,Male,0,No,Yes,64,Two year,97.84,6263.48,0,49-72 months
C02582,Male,0,No,No,5,One year,65.69,322.67,0,0-12 months
C02583,Female,0,Yes,Yes,67,Month-to-month,57.15,3832.07,1,49-72 months
C02584,Female,0,No,No,64,Two year,61.37,3936.66,0,49-72 months
C02585,Male,1,Yes,No,26,Two year,21.55,555.03,0,25-48 months
C02586,Male,0,No,No,23,One year,67.11,1544.81,1,13-24 months
C02587,Male,0,No,No,24,Month-to-month,26.18,629.6,0,13-24 months
C02588,Male,0,No,No,5,Month-to-month,88.11,430.7,0,0-12 months
C02589,Female,1,No,No,54,Two year,112.36,6077.42,0,49-72 months
C02590,Female,0,No,No,1,Month-to-month,118.19,108.43,1,0-12 months
C02591,Male,0,Yes,No,44,Month-to-month,83.74,3683.47,1,25-48 months
C02592,Female,0,Yes,No,50,Month-to-month,55.74,2793.61,1,49-72 months
C02593,Female,0,No,Yes,43,Month-to-month,74.3,3187.14,1,25-48 months
C02594,Male,0,No,Yes,30,One year,105.84,3177.83,0,25-48 months
C02595,Female,0,Yes,No,57,Month-to-month,90.07,5137.96,0,49-72 months
C02596,Female,0,Yes,No,48,One year,71.05,3416.82,0,25-48 months
C02597,Female,0,Yes,No,51,Month-to-month,45.88,2340.67,0,49-72 months
C02598,Male,0,No,No,38,One year,80.04,3044.55,1,25-48 months
C02599,Female,1,No,No,34,Month-to-month,34.16,1168.91,0,25-48 months
C02600,Male,0,No,No,17,One year,71.26,1220.93,0,13-24 months
C02601,Female,0,No,Yes,68,One year,92.53,6298.45,0,49-72 months
C02602,Male,0,No,No,23,Two year,36.42,839.59,0,13-24 months
C02603,Female,1,Yes,Yes,45,Month-to-month,89.48,4018.46,1,25-48 months
C02604,Male,0,No,Yes,16,One year,34.84,554.01,0,13-24 months
C02605,Female,0,Yes,No,53,Month-to-month,103.14,5466,0,49-72 months
C02606,Female,0,Yes,No,71,One year,107.2,7618,0,49-72 months
C02607,Female,0,Yes,No,52,Month-to-month,65.49,3399.93,0,49-72 months
C02608,Male,0,Yes,Yes,9,Month-to-month,86.58,786.15,0,0-12 months
C02609,Male,1,Yes,No,59,Month-to-month,28.93,1706.4,0,49-72 months
C02610,Male,0,Yes,No,56,Two year,21.37,1200.81,0,49-72 months
C02611,Female,0,No,No,8,Month-to-month,36.88,290.05,1,0-12 months
C02612,Male,0,No,No,37,Month-to-month,88.79,3277.9,1,25-48 months
C02613,Female,0,Yes,No,36,One year,76.59,2756.87,0,25-48 months
C02614,Female,0,No,No,48,Month-to-month,61.55,2945.38,0,25-48 months
C02615,Male,0,Yes,No,44,Month-to-month,93.23,4111.49,1,25-48 months
C02616,Male,0,Yes,No,9,One year,83.89,745.66,0,0-12 months
C02617,Male,0,No,Yes,65,Month-to-month,71.95,4669.61,0,49-72 months
C02618,Female,0,Yes,Yes,30,Two year,35.11,1051.97,0,25-48 months
C02619,Female,0,Yes,No,49,Two year,56.83,2787.45,1,49-72 months
C02620,Female,0,Yes,Yes,7,Two year,76.31,536.33,0,0-12 months
C02621,Male,0,No,No,57,Month-to-month,54.41,3098.03,1,49-72 months
C02622,Male,0,No,No,53,One year,59.41,3144.96,0,49-72 months
C02623,Female,0,No,No,17,Month-to-month,97.38,1662,0,13-24 months
C02624,Female,0,No,Yes,22,Month-to-month,86.59,1897.32,1,13-24 months
C02625,Male,0,No,No,42,Month-to-month,86.09,3620.53,0,25-48 months
C02626,Male,0,No,Yes,72,Month-to-month,108.02,7767.95,1,49-72 months
C02627,Male,0,Yes,No,27,Month-to-month,66.37,1788.07,0,25-48 months
C02628,Female,0,No,No,50,One year,102.07,5104.04,0,49-72 months
C02629,Male,0,Yes,No,22,One year,43.9,967.32,0,13-24 months
C02630,Male,1,Yes,Yes,18,Month-to-month,101.25,1828.2,0,13-24 months
C02631,Female,1,Yes,Yes,23,Month-to-month,27.4,639.62,0,13-24 months
C02632,Female,0,No,No,10,Month-to-month,93.51,939.48,1,0-12 months
C02633,Male,0,Yes,Yes,32,Month-to-month,82.28,2627,0,25-48 months
C02634,Male,0,No,No,41,One year,115.19,4726.48,0,25-48 months
C02635,Female,0,Yes,No,57,One year,41.15,2343.23,0,49-72 months
C02636,Female,0,No,Yes,72,Month-to-month,102.55,7376.76,1,49-72 months
C02637,Female,0,No,Yes,47,One year,50.55,2366.01,0,25-48 months
C02638,Male,1,Yes,No,5,Month-to-month,108.56,535.97,0,0-12 months
C02639,Female,0,No,Yes,11,Two year,67.39,750.06,0,0-12 months
C02640,Female,0,Yes,Yes,24,Month-to-month,30.93,748.35,0,13-24 months
C02641,Male,0,Yes,Yes,4,One year,27.64,114.24,0,0-12 months
C02642,Male,0,No,No,2,Month-to-month,41.85,74.07,0,0-12 months
C02643,Male,0,No,No,50,Month-to-month,58.12,2899.77,0,49-72 months
C02644,Male,0,No,Yes,21,One year,89.7,1893.28,0,13-24 months
C02645,Female,0,Yes,Yes,68,Month-to-month,55.11,3756.79,0,49-72 months
C02646,Male,0,No,No,63,One year,48.4,3050.52,1,49-72 months
C02647,Female,0,Yes,Yes,10,Two year,118.05,1187.88,0,0-12 months
C02648,Female,0,No,No,18,Two year,53.94,977.65,0,13-24 months
C02649,Female,0,Yes,Yes,11,Month-to-month,101.31,1106.09,0,0-12 months
C02650,Female,0,Yes,No,71,Month-to-month,36.2,2563.85,0,49-72 months
C02651,Female,0,Yes,No,39,Month-to-month,58.18,2268.57,0,25-48 months
C02652,Female,0,No,No,10,Month-to-month,25.21,258.72,0,0-12 months
C02653,Female,0,Yes,Yes,72,Two year,102.57,7391.74,0,49-72 months
C02654,Female,0,No,Yes,31,Two year,59.64,1839.57,1,25-48 months
C02655,Female,0,Yes,No,29,One year,55.96,1623.71,1,25-48 months
C02656,Male,0,Yes,Yes,19,One year,119.07,2266.7,1,13-24 months
C02657,Female,0,No,No,4,Month-to-month,73.82,286.54,0,0-12 months
C02658,Male,0,Yes,No,51,Month-to-month,35.04,1780.54,0,49-72 months
C02659,Female,0,No,Yes,7,Month-to-month,71.76,500.68,0,0-12 months
C02660,Female,0,Yes,Yes,60,Month-to-month,28.27,1702.08,0,49-72 months
C02661,Female,1,No,No,15,Month-to-month,92.75,1386.6,0,13-24 months
C02662,Female,0,No,No,42,One year,22.16,938.36,0,25-48 months
C02663,Male,0,Yes,Yes,9,One year,95.32,866.88,0,0-12 months
C02664,Female,0,Yes,No,32,Month-to-month,33.96,1084.84,0,25-48 months
C02665,Male,1,No,Yes,62,One year,111.6,6922.93,0,49-72 months
C02666,Male,1,Yes,Yes,2,Month-to-month,115.36,239.54,0,0-12 months
C02667,Male,0,No,No,30,One year,57.55,1731.52,0,25-48 months
C02668,Female,0,Yes,Yes,60,One year,93.69,5626.16,1,49-72 months
C02669,Female,0,Yes,Yes,11,One year,118.97,1305.82,1,0-12 months
C02670,Male,0,No,Yes,34,Month-to-month,107.28,3654.99,0,25-48 months
C02671,Male,0,No,No,19,Two year,113.94,2174.38,0,13-24 months
C02672,Male,0,Yes,Yes,28,One year,115.5,3233.57,0,25-48 months
C02673,Female,1,No,No,27,Month-to-month,105.68,2845.79,0,25-48 months
C02674,Male,0,No,No,70,Month-to-month,65.37,4579.83,0,49-72 months
C02675,Female,0,No,No,22,Month-to-month,81.53,1803.27,0,13-24 months
C02676,Female,0,No,No,10,Two year,69.58,701.09,0,0-12 months
C02677,Male,0,Yes,Yes,19,Month-to-month,95.48,1815.77,1,13-24 months
C02678,Female,1,No,Yes,21,Month-to-month,72.82,1521.74,1,13-24 months
C02679,Female,0,Yes,No,44,Month-to-month,97.11,4279.69,1,25-48 months
C02680,Male,0,Yes,Yes,8,Month-to-month,51.05,403.49,1,0-12 months
C02681,Female,0,Yes,Yes,14,Month-to-month,25.19,355,1,13-24 months
C02682,Female,0,No,Yes,21,Month-to-month,105.82,2213.37,1,13-24 months
C02683,Female,0,Yes,No,57,Month-to-month,105.5,6016.02,0,49-72 months
C02684,Female,0,No,Yes,12,One year,95.9,1152.46,0,0-12 months
C02685,Male,0,Yes,No,46,One year,78.28,3594.96,0,25-48 months
C02686,Male,0,Yes,Yes,61,Two year,82.92,5054.69,0,49-72 months
C02687,Male,0,Yes,No,62,Month-to-month,50.14,3117.99,1,49-72 months
C02688,Male,0,No,Yes,16,One year,67.18,1065.22,0,13-24 months
C02689,Female,0,No,No,59,Month-to-month,106.9,6301.78,1,49-72 months
C02690,Male,0,No,No,41,Two year,108.17,4430.28,1,25-48 months
C02691,Male,0,Yes,No,46,Two year,78.99,3642.61,0,25-48 months
C02692,Male,0,Yes,Yes,42,Two year,56.4,2369.91,0,25-48 months
C02693,Male,0,No,No,5,Two year,115.26,568.65,0,0-12 months
C02694,Female,0,No,Yes,10,Month-to-month,43.14,424.29,0,0-12 months
C02695,Female,0,Yes,No,59,Month-to-month,93.2,5499.78,0,49-72 months
C02696,Male,0,No,No,42,Month-to-month,106.79,4485.9,0,25-48 months
C02697,Female,1,Yes,No,54,Month-to-month,115.88,6263.4,1,49-72 months
C02698,Male,0,Yes,Yes,60,Two year,23.57,1410.96,0,49-72 months
C02699,Female,1,No,No,3,Month-to-month,82.13,238.96,1,0-12 months
C02700,Female,0,Yes,Yes,20,Month-to-month,44.66,883.94,0,13-24 months
C02701,Female,0,Yes,Yes,44,Month-to-month,31.81,1403.44,1,25-48 months
C02702,Female,0,No,Yes,37,Two year,36.91,1356.73,0,25-48 months
C02703,Female,0,No,No,21,Month-to-month,23.95,495.28,0,13-24 months
C02704,Male,1,No,Yes,41,Month-to-month,60.51,2480.57,0,25-48 months
C02705,Female,0,Yes,Yes,8,Two year,58.22,463.16,0,0-12 months
C02706,Male,1,Yes,No,69,Two year,59.26,4091.98,0,49-72 months
C02707,Male,1,No,Yes,44,Month-to-month,85.36,3758.57,0,25-48 months
C02708,Female,0,No,No,52,Month-to-month,34.48,1802.07,1,49-72 months
C02709,Female,0,Yes,No,12,Month-to-month,71.95,859.05,0,0-12 months
C02710,Female,0,Yes,Yes,53,One year,49.08,2602.33,0,49-72 months
C02711,Female,0,Yes,Yes,44,Month-to-month,57.19,2521,0,25-48 months
C02712,Male,0,Yes,Yes,70,Month-to-month,81.52,5699.53,1,49-72 months
C02713,Female,0,No,Yes,41,One year,88.19,3625.41,1,25-48 months
C02714,Male,0,Yes,No,27,Month-to-month,72.81,1972.53,1,25-48 months
C02715,Male,0,Yes,Yes,18,Month-to-month,108.63,1948.99,1,13-24 months
C02716,Male,0,Yes,No,34,Two year,55.91,1905.97,0,25-48 months
C02717,Female,0,No,Yes,42,Month-to-month,100.76,4239.84,0,25-48 months
C02718,Female,0,Yes,No,70,Two year,26.51,1846.05,0,49-72 months
C02719,Male,0,No,Yes,31,Month-to-month,117.58,3635.47,0,25-48 months
C02720,Female,1,No,Yes,55,Month-to-month,66.36,3643.93,0,49-72 months
C02721,Female,0,Yes,No,55,One year,102.39,5636.89,0,49-72 months
C02722,Female,0,No,No,20,Two year,60.63,1213.97,0,13-24 months
C02723,Male,0,Yes,No,23,Two year,52.25,1194.47,0,13-24 months
C02724,Male,1,No,No,61,Month-to-month,31.06,1897.69,1,49-72 months
C02725,Male,0,Yes,No,22,Month-to-month,89.37,1959.46,0,13-24 months
C02726,Male,1,Yes,No,68,Two year,45.17,3065.13,0,49-72 months
C02727,Female,0,Yes,Yes,61,Month-to-month,46.51,2843.39,0,49-72 months
C02728,Female,0,No,Yes,43,Two year,20.97,904.06,0,25-48 months
C02729,Male,0,No,Yes,9,Month-to-month,46.93,420.92,1,0-12 months
C02730,Male,0,Yes,No,23,Month-to-month,98.44,2271.26,0,13-24 months
C02731,Female,0,No,No,43,Month-to-month,36.92,1578.76,0,25-48 months
C02732,Male,0,No,Yes,1,Month-to-month,51.56,51.81,1,0-12 months
C02733,Male,0,No,Yes,53,Month-to-month,55.18,2924.74,0,49-72 months
C02734,Male,0,Yes,No,55,Month-to-month,105.05,5780.64,0,49-72 months
C02735,Male,0,Yes,No,49,Month-to-month,32.09,1571.31,0,49-72 months
C02736,Female,0,No,No,40,One year,26.18,1037.52,0,25-48 months
C02737,Female,0,Yes,Yes,49,Month-to-month,28.9,1408.3,0,49-72 months
C02738,Female,0,Yes,No,63,One year,55.76,3510.98,0,49-72 months
C02739,Female,0,No,Yes,54,Month-to-month,31.95,1715.5,0,49-72 months
C02740,Female,0,No,No,55,Two year,94.62,5210.03,0,49-72 months
C02741,Female,0,Yes,Yes,52,Month-to-month,45.4,2366.66,1,49-72 months
C02742,Male,0,No,No,1,One year,63.09,68.03,0,0-12 months
C02743,Female,0,No,No,1,Month-to-month,61.94,71.14,0,0-12 months
C02744,Male,1,Yes,No,10,Month-to-month,29.83,304.24,0,0-12 months
C02745,Male,0,No,No,1,One year,103.78,99.49,0,0-12 months
C02746,Male,0,Yes,Yes,5,Month-to-month,114.22,577.8,1,0-12 months
C02747,Female,0,No,Yes,41,Month-to-month,72.82,2977.45,0,25-48 months
C02748,Female,0,Yes,No,52,Two year,30.81,1593.38,0,49-72 months
C02749,Male,0,No,Yes,25,One year,117.55,2933.12,0,25-48 months
C02750,Female,0,Yes,No,11,Month-to-month,20.11,227.61,1,0-12 months
C02751,Male,0,Yes,No,67,Two year,114.07,7638.75,0,49-72 months
C02752,Male,1,Yes,No,5,Month-to-month,75.2,382.82,1,0-12 months
C02753,Male,0,Yes,No,66,Two year,71.54,4728.22,0,49-72 months
C02754,Female,0,Yes,No,30,One year,105.56,3173.15,0,25-48 months
C02755,Female,0,Yes,No,11,Two year,117.72,1304.01,0,0-12 months
C02756,Male,0,No,No,40,Month-to-month,66.87,2669.14,1,25-48 months
C02757,Male,0,Yes,Yes,10,One year,86.42,866.55,0,0-12 months
C02758,Male,0,Yes,Yes,63,One year,46.78,2939.3,0,49-72 months
C02759,Male,1,No,No,30,Month-to-month,119.94,3605.95,0,25-48 months
C02760,Female,0,No,No,36,Month-to-month,88.51,3183.76,0,25-48 months
C02761,Female,0,No,No,11,Month-to-month,65.12,710.94,1,0-12 months
C02762,Male,0,No,No,65,Two year,66.24,4304.29,0,49-72 months
C02763,Female,0,Yes,Yes,55,Month-to-month,109.5,6022.37,1,49-72 months
C02764,Female,0,Yes,No,26,Month-to-month,104.71,2714.57,1,25-48 months
C02765,Male,1,Yes,Yes,16,One year,35.7,561.66,0,13-24 months
C02766,Female,0,No,No,20,Month-to-month,53.06,1051.68,0,13-24 months
C02767,Male,0,Yes,No,13,Two year,48.61,632.9,0,13-24 months
C02768,Female,1,No,Yes,53,Two year,52.88,2802.7,0,49-72 months
C02769,Female,0,Yes,Yes,16,Month-to-month,45.52,735,0,13-24 months
C02770,Male,0,No,Yes,67,One year,22,1479.46,1,49-72 months
C02771,Female,0,No,Yes,70,Two year,116.04,8126.67,0,49-72 months
C02772,Female,0,Yes,Yes,72,Month-to-month,117.95,8497.97,0,49-72 months
C02773,Female,0,No,Yes,55,Two year,76.28,4204.57,0,49-72 months
C02774,Male,1,No,Yes,61,One year,55.62,3396.43,0,49-72 months
C02775,Female,0,Yes,No,71,One year,44.55,3164.97,0,49-72 months
C02776,Female,0,No,No,13,One year,70.96,914.32,0,13-24 months
C02777,Male,1,No,No,56,Month-to-month,110.56,6199.4,1,49-72 months
C02778,Female,0,No,No,52,Month-to-month,116.54,6054.19,1,49-72 months
C02779,Female,0,Yes,No,32,One year,102.34,3276.68,0,25-48 months
C02780,Male,0,No,Yes,69,Month-to-month,39.41,2725.96,1,49-72 months
C02781,Male,0,No,No,22,Two year,45.31,994.7,1,13-24 months
C02782,Male,0,Yes,No,53,Month-to-month,61.34,3243.35,0,49-72 months
C02783,Female,0,No,Yes,61,One year,72.92,4456.31,0,49-72 months
C02784,Male,0,Yes,Yes,10,Month-to-month,40.4,399.34,1,0-12 months
C02785,Female,0,No,Yes,10,Two year,23.63,226.42,0,0-12 months
C02786,Male,0,No,No,39,Month-to-month,67.23,2613.68,1,25-48 months
C02787,Female,0,No,No,15,One year,85.12,1280.68,0,13-24 months
C02788,Female,0,Yes,No,63,One year,117.97,7426.56,0,49-72 months
C02789,Male,0,No,No,37,One year,80.16,2968.33,0,25-48 months
C02790,Male,0,Yes,Yes,15,Month-to-month,46.39,695.99,0,13-24 months
C02791,Female,1,No,Yes,4,One year,92.29,360.15,0,0-12 months
C02792,Male,1,No,Yes,63,Month-to-month,30.68,1931.17,1,49-72 months
C02793,Female,0,Yes,No,7,Two year,88.36,611.24,1,0-12 months
C02794,Female,0,No,Yes,52,Month-to-month,64.14,3334.43,0,49-72 months
C02795,Female,1,No,Yes,31,Month-to-month,116.49,3601.95,0,25-48 months
C02796,Female,0,Yes,Yes,63,Two year,92.23,5819.16,0,49-72 months
C02797,Male,0,Yes,Yes,9,Month-to-month,65.84,597.64,0,0-12 months
C02798,Male,0,Yes,No,48,One year,88.61,4259.36,0,25-48 months
C02799,Male,0,No,No,2,Two year,32.35,73.12,0,0-12 months
C02800,Female,0,Yes,No,21,Month-to-month,114.8,2415.58,0,13-24 months
C02801,Male,1,No,Yes,66,Month-to-month,87.31,5757.9,1,49-72 months
C02802,Female,0,No,Yes,41,Month-to-month,36.66,1495.5,1,25-48 months
C02803,Female,0,Yes,Yes,16,One year,53.97,857.39,0,13-24 months
C02804,Male,0,Yes,Yes,44,Month-to-month,74.05,3264.6,1,25-48 months
C02805,Male,0,Yes,No,51,Month-to-month,38.57,1976.7,0,49-72 months
C02806,Male,0,Yes,Yes,31,Two year,111.91,3474.1,0,25-48 months
C02807,Female,0,Yes,No,13,Month-to-month,52.58,688.45,0,13-24 months
C02808,Female,0,No,No,14,Month-to-month,106.36,1488.52,0,13-24 months
C02809,Female,0,Yes,No,30,One year,89.41,2677.11,1,25-48 months
C02810,Male,0,Yes,No,36,One year,94.8,3411.66,0,25-48 months
C02811,Female,1,No,Yes,23,Month-to-month,36.31,839.98,0,13-24 months
C02812,Male,0,No,Yes,10,Month-to-month,112.74,1129.53,0,0-12 months
C02813,Male,1,No,No,46,Month-to-month,22.19,1022.05,1,25-48 months
C02814,Male,0,No,Yes,40,Month-to-month,30.63,1228.95,1,25-48 months
C02815,Female,1,No,Yes,18,Month-to-month,42.86,766.64,0,13-24 months
C02816,Female,0,No,Yes,38,One year,96.83,3684.6,0,25-48 months
C02817,Female,0,Yes,No,52,One year,114.8,5971.61,0,49-72 months
C02818,Female,0,Yes,Yes,68,Two year,82.21,5586.25,0,49-72 months
C02819,Female,0,Yes,No,16,Month-to-month,69.75,1123.44,0,13-24 months
C02820,Male,0,No,No,63,Month-to-month,84.87,5346.51,0,49-72 months
C02821,Female,0,No,No,1,One year,22.57,17.37,0,0-12 months
C02822,Female,0,Yes,Yes,14,Month-to-month,22.11,301.59,1,13-24 months
C02823,Female,0,Yes,No,51,One year,83.64,4255.83,0,49-72 months
C02824,Female,0,No,Yes,14,Month-to-month,110.13,1536.88,0,13-24 months
C02825,Female,0,No,No,57,Month-to-month,65.12,3721.28,0,49-72 months
C02826,Female,1,Yes,No,38,Month-to-month,77.55,2942.31,0,25-48 months
C02827,Female,0,No,No,66,Two year,32.58,2156.03,0,49-72 months
C02828,Male,0,Yes,Yes,5,One year,20.54,102.87,0,0-12 months
C02829,Male,0,Yes,No,68,Month-to-month,65.04,4428.6,1,49-72 months
C02830,Male,0,Yes,Yes,5,Month-to-month,37.06,184.11,1,0-12 months
C02831,Male,0,No,No,9,One year,37.96,350.72,0,0-12 months
C02832,Male,0,Yes,No,64,One year,102.49,6554.85,0,49-72 months
C02833,Female,0,No,Yes,40,Month-to-month,106.27,4256.13,0,25-48 months
C02834,Female,0,No,Yes,36,Month-to-month,103.16,3708.8,1,25-48 months
C02835,Female,0,No,Yes,27,Two year,83.27,2254.42,1,25-48 months
C02836,Male,0,No,No,57,Month-to-month,101.32,5772.77,0,49-72 months
C02837,Female,0,Yes,Yes,9,Month-to-month,77.51,706.26,0,0-12 months
C02838,Female,0,Yes,Yes,1,One year,28.66,34.64,0,0-12 months
C02839,Male,0,Yes,Yes,44,Month-to-month,45.71,2007.33,0,25-48 months
C02840,Female,0,No,Yes,66,Month-to-month,85.57,5649.94,0,49-72 months
C02841,Female,0,No,Yes,17,One year,72.81,1231.34,0,13-24 months
C02842,Male,0,Yes,No,19,One year,30.93,578.49,0,13-24 months
C02843,Male,0,No,No,59,Two year,119.09,7030.84,0,49-72 months
C02844,Male,0,Yes,Yes,55,One year,86.83,4773.19,1,49-72 months
C02845,Male,0,No,No,56,Month-to-month,81.2,4548.55,0,49-72 months
