CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,MonthlyCharges,TotalCharges,Churn
C01385,Female,0,Yes,Yes,66,One year,37.38,2469.18,No
C01386,Female,0,Yes,No,11,Month-to-month,78.21,869.63,No
C01387,Female,1,Yes,No,69,Month-to-month,55.12,3793.47,No
C01388,Female,0,No,No,70,One year,31.79,2225.11,No
C01389,Male,0,No,Yes,64,Month-to-month,93.59,5990.46,Yes
C01390,Male,1,No,No,71,Month-to-month,119.76,8504.83,Yes
C01391,Male,0,No,Yes,29,Month-to-month,105.48,3057.12,No
C01392,Male,0,Yes,Yes,24,Month-to-month,83.36,1997.95,Yes
C01393,Male,0,Yes,No,11,Month-to-month,68.63,754.37,Yes
C01394,Male,0,No,Yes,48,One year,71.12,3419.22,No
C01395,Female,0,Yes,No,51,One year,64.13,3263.31,No
C01396,Female,0,No,No,66,Month-to-month,103.87,6852.6,No
C01397,Female,0,No,No,43,One year,89.17,3830.88,No
C01398,Female,0,Yes,Yes,20,One year,108.71,2172.42,No
C01399,Female,0,No,No,67,Month-to-month,52.33,3509.22,No
C01400,Female,1,Yes,No,37,Two year,100.25,3700.61,No
C01401,Male,0,Yes,Yes,11,Month-to-month,21.8,238.77,Yes
C01402,Male,0,No,No,2,Month-to-month,115.1,237.48,No
C01403,Male,0,Yes,Yes,72,One year,53.72,3867.92,No
C01404,Male,0,Yes,Yes,37,Month-to-month,47.85,1779.68,No
C01405,Male,0,Yes,No,14,Month-to-month,67.17,939.84,Yes
C01406,Male,0,Yes,Yes,52,Month-to-month,24.53,1273.61,Yes
C01407,Female,0,Yes,Yes,26,One year,93.98,2439.3,No
C01408,Male,0,No,No,9,Month-to-month,96.68,873.11,Yes
C01409,Male,0,No,No,27,Month-to-month,28.68,765.27,No
C01410,Male,0,Yes,Yes,68,Two year,104.24,7096.47,No
C01411,Female,0,No,No,44,Month-to-month,112.82,4966.57,No
C01412,Female,0,Yes,Yes,63,Month-to-month,95.85,6034.6,No
C01413,Female,0,No,Yes,52,Month-to-month,83.58,4352.6,Yes
C01414,Female,0,No,Yes,43,Month-to-month,102.23,4401.92,No
C01415,Male,0,No,Yes,28,Month-to-month,114.74,3213.18,No
C01416,Female,0,No,Yes,12,Month-to-month,116.03,1383.69,No
C01417,Female,0,No,No,52,One year,52.15,2713.3,No
C01418,Female,0,Yes,Yes,50,Month-to-month,21.7,1082.35,No
C01419,Female,0,Yes,No,54,Two year,59.33,3204.84,Yes
C01420,Female,0,Yes,No,39,Month-to-month,116.96,4558.8,Yes
C01421,Male,0,No,No,29,Month-to-month,44.0,1274.94,No
C01422,Male,0,No,No,33,Month-to-month,102.93,3392.3,No
C01423,Female,0,Yes,Yes,55,Two year,77.95,4288.09,No
C01424,Female,0,Yes,Yes,6,One year,92.27,554.62,No
C01425,Male,0,Yes,No,61,Month-to-month,85.43,5214.61,No
C01426,Male,1,Yes,Yes,7,Month-to-month,87.33,603.01,Yes
C01427,Male,1,No,Yes,26,Month-to-month,44.87,1163.85,Yes
C01428,Female,0,No,Yes,58,Month-to-month,90.06,5232.09,No
C01429,Male,0,No,Yes,45,Month-to-month,89.73,4046.42,No
C01430,Male,1,No,No,8,Month-to-month,48.44,397.48,No
C01431,Male,0,No,No,59,Month-to-month,101.67,6004.55,Yes
C01432,Female,0,No,Yes,44,Two year,45.13,1982.83,No
C01433,Female,0,No,Yes,61,One year,93.28,5681.54,No
C01434,Female,0,No,Yes,62,One year,67.67,4199.08,No
C01435,Female,0,Yes,No,19,Month-to-month,20.82,400.49,Yes
C01436,Female,0,No,No,51,Two year,104.14,5309.67,No
C01437,Male,0,Yes,Yes,60,One year,21.67,1298.3,No
C01438,Female,0,No,No,1,Month-to-month,96.7,101.72,Yes
C01439,Female,0,Yes,Yes,43,Two year,83.84,3598.97,No
C01440,Female,0,No,Yes,37,Two year,43.41,1610.73,No
C01441,Female,1,Yes,No,12,Month-to-month,113.75,1367.3,Yes
C01442,Female,0,Yes,Yes,55,Month-to-month,42.24,2332.15,No
C01443,Male,0,No,Yes,29,Two year,61.29,1770.51,No
C01444,Male,1,Yes,Yes,18,Month-to-month,40.65,739.89,Yes
C01445,Male,0,Yes,Yes,65,Month-to-month,112.46,7305.91,No
C01446,Female,0,No,No,22,Two year,112.65,2475.75,No
C01447,Female,1,Yes,Yes,52,Month-to-month,49.98,2600.61,No
C01448,Male,0,Yes,No,69,One year,83.96,5801.68,No
C01449,Male,0,Yes,Yes,55,One year,62.5,3447.36,No
C01450,Male,0,Yes,No,61,One year,95.18,5803.16,No
C01451,Male,0,Yes,Yes,52,One year,90.16,4697.34,No
C01452,Male,0,Yes,No,64,Month-to-month,43.78,2799.09,No
C01453,Male,1,Yes,No,33,One year,107.87,3561.47,No
C01454,Female,0,Yes,No,45,Month-to-month,51.47,2319.68,No
C01455,Male,0,Yes,No,50,Month-to-month,55.36,2764.62,No
C01456,Male,0,Yes,Yes,39,Month-to-month,22.67,881.39,No
C01457,Male,0,No,No,12,Month-to-month,116.03,1390.39,Yes
C01458,Female,0,No,No,14,Month-to-month,41.07,580.25,No
C01459,Female,0,No,Yes,16,Two year,89.1,1435.2,No
C01460,Male,0,Yes,Yes,38,Month-to-month,50.84,1926.66,Yes
C01461,Female,0,No,Yes,43,Month-to-month,97.01,4163.75,Yes
C01462,Male,0,Yes,No,44,Month-to-month,25.14,1106.75,Yes
C01463,Female,0,No,No,58,Two year,23.91,1385.08,No
C01464,Female,0,No,No,50,One year,107.94,5391.05,Yes
C01465,Male,0,No,No,6,Two year,86.66,523.52,No
C01466,Male,0,Yes,No,23,Two year,74.73,1721.22,No
C01467,Male,0,No,Yes,36,Two year,104.01,3753.36,No
C01468,Male,0,Yes,Yes,40,Month-to-month,94.34,3769.63,No
C01469,Female,0,Yes,No,68,Month-to-month,44.18,3011.13,Yes
C01470,Male,0,Yes,No,23,Month-to-month,84.45,1943.16,Yes
C01471,Female,0,No,Yes,16,Month-to-month,22.18,348.37,Yes
C01472,Female,0,No,No,64,Month-to-month,85.92,5504.99,Yes
C01473,Male,0,Yes,Yes,9,One year,100.49,911.36,No
C01474,Male,0,No,No,66,Two year,63.1,4159.44,No
C01475,Female,0,Yes,No,44,One year,58.94,2602.67,No
C01476,Female,1,No,Yes,3,Month-to-month,58.61,170.83,No
C01477,Female,0,Yes,Yes,11,Month-to-month,21.55,227.34,Yes
C01478,Male,0,No,No,25,Month-to-month,43.03,1083.38,No
C01479,Female,0,No,No,55,Month-to-month,24.84,1363.29,Yes
C01480,Male,0,No,No,45,Two year,85.86,3872.94,No
C01481,Female,0,Yes,Yes,11,Month-to-month,68.55,753.23,No
C01482,Male,0,Yes,No,54,Month-to-month,59.33,3195.89,Yes
C01483,Male,0,Yes,No,65,One year,99.77,6476.71,Yes
C01484,Female,0,Yes,No,72,Month-to-month,117.3,8442.53,No
C01485,Female,0,Yes,No,27,Two year,92.18,2488.06,No
C01486,Male,0,Yes,Yes,23,One year,27.81,635.15,No
C01487,Male,0,No,Yes,61,Month-to-month,64.09,3916.71,Yes
C01488,Female,0,Yes,No,28,Month-to-month,56.34,1570.01,No
C01489,Female,0,No,Yes,52,Month-to-month,108.04,5619.35,Yes
C01490,Male,0,Yes,Yes,67,Two year,80.34,5386.0,No
C01491,Female,0,Yes,Yes,63,One year,119.74,7544.33,No
C01492,Female,0,Yes,No,40,Two year,85.35,3416.87,Yes
C01493,Male,0,Yes,Yes,9,One year,28.01,244.84,Yes
C01494,Female,1,No,Yes,43,Two year,93.26,4015.28,No
C01495,Female,0,Yes,No,3,Month-to-month,56.6,174.74,No
C01496,Female,1,Yes,No,67,Two year,48.23,3236.56,No
C01497,Male,0,No,Yes,4,One year,78.31,309.37,Yes
C01498,Male,0,No,Yes,28,Two year,85.84,2412.63,No
C01499,Female,0,No,No,10,Month-to-month,105.44,1050.5,No
C01500,Female,0,Yes,Yes,18,One year,44.01,786.43,No
C01501,Female,1,No,Yes,6,Month-to-month,72.87,440.36,Yes
C01502,Male,0,No,No,3,One year,75.22,217.46,No
C01503,Female,0,Yes,No,23,Month-to-month,64.73,1497.71,No
C01504,Female,0,Yes,No,40,Month-to-month,21.42,866.78,Yes
C01505,Female,0,Yes,No,33,One year,74.29,2461.05,No
C01506,Female,0,Yes,No,25,Month-to-month,52.12,1310.19,Yes
C01507,Male,0,No,No,28,Month-to-month,31.43,874.33,Yes
C01508,Male,1,No,No,64,Month-to-month,92.6,5936.36,No
C01509,Female,1,No,Yes,3,Two year,92.84,271.1,No
C01510,Male,0,Yes,Yes,55,One year,110.58,6074.72,No
C01511,Female,0,Yes,Yes,55,Month-to-month,23.58,1297.86,No
C01512,Female,0,Yes,Yes,21,One year,46.69,988.33,No
C01513,Male,1,Yes,Yes,4,Month-to-month,84.12,336.33,No
C01514,Female,0,Yes,Yes,45,Month-to-month,105.22,4736.6,Yes
C01515,Female,0,Yes,No,42,Month-to-month,34.27,1441.76,No
C01516,Male,0,No,Yes,47,Month-to-month,44.1,2081.31,Yes
C01517,Female,0,Yes,No,58,One year,75.06,4352.62,No
C01518,Female,1,No,No,63,Two year,33.16,2089.63,No
C01519,Female,0,Yes,Yes,70,One year,43.97,3083.38,No
C01520,Male,0,Yes,Yes,24,Month-to-month,79.03,1888.69,No
C01521,Female,0,Yes,Yes,28,Month-to-month,57.03,1599.01,No
C01522,Male,0,Yes,Yes,33,Two year,81.99,2697.95,No
C01523,Female,0,Yes,No,43,Month-to-month,63.25,2713.2,No
C01524,Male,0,Yes,Yes,5,One year,111.07,553.78,Yes
C01525,Male,0,No,Yes,53,One year,110.27,5851.83,No
C01526,Female,0,No,Yes,38,Month-to-month,119.69,4544.48,Yes
C01527,Male,0,Yes,Yes,59,Month-to-month,28.67,1686.1,No
C01528,Female,0,Yes,No,1,Month-to-month,71.7,79.52,No
C01529,Male,1,Yes,Yes,62,Month-to-month,67.75,4194.85,Yes
C01530,Male,0,No,Yes,19,Month-to-month,86.27,1629.98,No
C01531,Male,0,Yes,No,17,One year,42.83,722.67,No
C01532,Female,0,No,No,41,Month-to-month,23.21,954.57,Yes
C01533,Female,0,Yes,Yes,2,Two year,101.3,200.01,Yes
C01534,Female,0,No,Yes,51,Month-to-month,119.03,6067.88,No
C01535,Male,0,No,Yes,21,Month-to-month,49.74,1047.32,Yes
C01536,Male,0,No,No,25,Month-to-month,97.84,2452.09,Yes
C01537,Male,0,No,Yes,37,One year,72.76,2691.0,No
C01538,Male,0,Yes,Yes,37,Month-to-month,90.12,3325.25,No
C01539,Male,0,Yes,No,55,Month-to-month,57.89,3188.02,Yes
C01540,Male,1,Yes,Yes,13,Two year,86.82,1134.05,No
C01541,Male,0,No,Yes,37,Month-to-month,55.16,2032.69,No
C01542,Female,0,Yes,No,26,Month-to-month,44.95,1162.86,Yes
C01543,Male,0,No,Yes,2,Two year,29.96,56.42,No
C01544,Male,0,No,No,63,Two year,35.28,2223.06,No
C01545,Male,0,No,No,66,Month-to-month,44.42,2922.06,No
C01546,Male,0,Yes,Yes,6,Two year,92.94,547.72,No
C01547,Male,0,No,Yes,58,Two year,95.93,5556.88,No
C01548,Female,0,Yes,Yes,48,Month-to-month,42.36,2038.38,No
C01549,Female,0,No,Yes,54,Month-to-month,110.55,5973.11,Yes
C01550,Male,0,Yes,No,63,One year,60.04,3779.64,No
C01551,Female,1,No,No,72,Month-to-month,99.95,7203.01,Yes
C01552,Male,0,Yes,No,49,Month-to-month,42.75,2086.26,Yes
C01553,Female,1,No,Yes,13,Month-to-month,92.78,1205.7,No
C01554,Female,0,No,No,5,One year,63.4,314.58,Yes
C01555,Male,0,No,No,34,Month-to-month,31.46,1067.87,Yes
C01556,Female,0,No,Yes,4,Month-to-month,28.49,119.32,No
C01557,Female,0,No,Yes,34,Two year,36.1,1228.99,No
C01558,Male,0,Yes,Yes,17,Month-to-month,88.55,1497.37,Yes
C01559,Male,0,Yes,No,1,Two year,55.74,46.45,No
C01560,Male,0,No,Yes,37,Month-to-month,117.39,4340.17,Yes
C01561,Female,0,No,Yes,8,Month-to-month,86.49,699.29,Yes
C01562,Male,0,Yes,Yes,25,One year,21.12,518.95,Yes
C01563,Female,0,No,Yes,72,Two year,31.36,2264.21,No
C01564,Female,0,Yes,Yes,46,Month-to-month,96.2,4425.94,Yes
C01565,Male,0,No,No,47,Month-to-month,48.04,2251.78,No
C01566,Female,0,No,Yes,12,Month-to-month,104.93,1252.45,No
C01567,Male,0,No,No,62,One year,78.02,4835.44,No
C01568,Male,1,No,No,21,Month-to-month,76.98,1617.13,Yes
C01569,Male,1,Yes,Yes,63,One year,27.79,1751.77,No
C01570,Male,0,Yes,Yes,31,Two year,25.73,791.19,No
C01571,Male,0,No,No,72,Month-to-month,20.7,1485.49,No
C01572,Male,0,Yes,Yes,55,Month-to-month,105.1,5778.42,Yes
C01573,Male,0,Yes,No,26,One year,108.41,2808.88,No
C01574,Male,0,No,No,11,Two year,71.91,782.49,No
C01575,Male,0,Yes,Yes,42,Month-to-month,52.47,2207.65,No
C01576,Male,0,No,No,8,Month-to-month,78.0,615.53,No
C01577,Male,0,Yes,Yes,4,One year,71.29,283.57,No
C01578,Female,0,No,No,29,One year,110.91,3221.66,Yes
C01579,Female,0,No,No,4,Month-to-month,44.88,184.83,No
C01580,Male,1,No,Yes,64,Month-to-month,116.67,7463.33,No
C01581,Female,0,No,Yes,71,Month-to-month,23.76,1686.98,No
C01582,Female,0,Yes,Yes,1,Month-to-month,99.01,94.64,Yes
C01583,Male,0,Yes,Yes,5,Month-to-month,105.59,524.13,No
C01584,Female,0,Yes,No,71,Month-to-month,42.44,3010.45,No
C01585,Female,0,Yes,Yes,43,Two year,23.82,1021.38,No
C01586,Female,0,No,Yes,7,One year,53.17,364.38,No
C01587,Female,0,Yes,No,42,Month-to-month,24.06,1017.96,No
C01588,Male,0,Yes,No,69,Month-to-month,46.05,3176.42,Yes
C01589,Male,0,Yes,Yes,14,Two year,22.0,311.15,No
C01590,Male,0,Yes,No,68,One year,51.97,3534.37,No
C01591,Male,0,No,No,65,One year,58.63,3803.06,No
C01592,Male,1,No,No,50,Month-to-month,22.71,1132.4,Yes
C01593,Female,0,Yes,No,70,Month-to-month,64.51,4515.16,Yes
C01594,Female,1,Yes,Yes,13,Month-to-month,109.81,1418.33,No
C01595,Male,0,Yes,Yes,12,One year,107.4,1295.72,No
C01596,Male,0,Yes,No,63,Month-to-month,103.94,6538.77,Yes
C01597,Female,0,No,No,35,Two year,74.37,2600.35,Yes
C01598,Male,0,Yes,No,66,Month-to-month,45.69,3011.56,No
C01599,Female,0,No,No,39,Two year,38.63,1514.47,No
C01600,Male,0,No,Yes,64,Month-to-month,75.57,4842.03,Yes
C01601,Female,0,No,No,57,One year,34.54,1971.33,No
C01602,Female,1,No,Yes,40,Month-to-month,38.87,1550.34,No
C01603,Female,0,No,Yes,61,Month-to-month,58.37,3553.81,No
C01604,Female,0,No,No,32,One year,57.91,1861.78,No
C01605,Female,0,Yes,Yes,53,One year,20.34,1082.59,Yes
C01606,Male,0,No,No,67,One year,116.48,7813.67,Yes
C01607,Female,0,Yes,Yes,70,Month-to-month,101.05,7064.51,Yes
C01608,Male,0,No,No,53,Month-to-month,77.88,4119.99,No
C01609,Female,0,No,Yes,5,Month-to-month,36.22,171.63,Yes
C01610,Male,0,No,Yes,54,Month-to-month,37.27,2010.76,No
C01611,Male,0,No,Yes,63,Month-to-month,87.07,5490.18,No
C01612,Male,0,Yes,No,40,One year,50.12,1998.04,No
C01613,Female,0,Yes,Yes,71,Two year,88.29,6272.2,No
C01614,Male,0,Yes,No,29,Month-to-month,113.24,3285.47,No
C01615,Female,0,Yes,No,48,One year,103.44,4968.12,No
C01616,Female,0,Yes,No,69,Month-to-month,91.04,6291.6,No
C01617,Male,0,No,No,32,Month-to-month,72.81,2323.91,Yes
C01618,Female,0,Yes,Yes,7,Month-to-month,37.77,261.05,No
C01619,Female,0,Yes,Yes,34,Month-to-month,104.06,3547.76,Yes
C01620,Male,1,Yes,No,69,One year,42.28,2920.66,No
C01621,Female,1,Yes,Yes,21,Two year,98.53,2061.92,No
C01622,Female,0,No,Yes,65,Month-to-month,40.69,2650.06,Yes
C01623,Male,0,No,No,26,One year,96.62,2504.89,No
C01624,Female,0,No,Yes,43,Month-to-month,35.99,1552.17,No
C01625,Female,0,Yes,Yes,8,Two year,48.37,387.67,No
C01626,Male,1,No,No,13,One year,28.94,371.99,No
C01627,Female,0,Yes,No,54,Two year,36.03,1950.4,No
C01628,Male,1,No,No,28,Month-to-month,24.62,685.44,No
C01629,Female,0,Yes,Yes,50,One year,38.87,1944.96,Yes
C01630,Male,0,No,No,26,Month-to-month,73.54,1921.07,Yes
C01631,Female,1,Yes,Yes,33,Month-to-month,115.05,3803.78,No
C01632,Male,1,No,No,4,Month-to-month,22.32,89.3,No
C01633,Female,0,No,No,72,Month-to-month,81.09,5841.66,Yes
C01634,Female,0,No,No,71,Month-to-month,110.1,7813.25,Yes
C01635,Female,1,No,Yes,38,Month-to-month,51.23,1944.77,No
C01636,Male,0,Yes,Yes,35,Month-to-month,81.49,2842.42,No
C01637,Male,0,Yes,Yes,41,One year,84.59,3458.87,Yes
C01638,Male,0,Yes,Yes,20,Month-to-month,108.59,2166.8,No
C01639,Male,0,Yes,Yes,25,Two year,56.34,1402.76,No
C01640,Female,0,Yes,No,57,Month-to-month,49.07,2791.28,No
C01641,Female,0,Yes,No,23,Month-to-month,61.0,1407.41,No
C01642,Female,0,No,Yes,10,Month-to-month,22.2,231.78,Yes
C01643,Female,1,Yes,Yes,69,One year,82.72,5699.25,No
C01644,Female,0,No,Yes,24,Month-to-month,65.0,1553.04,No
C01645,Male,0,Yes,Yes,64,Month-to-month,34.78,2232.85,No
C01646,Male,0,Yes,Yes,72,One year,91.34,6575.62,No
C01647,Female,1,Yes,Yes,11,Month-to-month,59.15,660.26,No
C01648,Male,0,No,No,60,Month-to-month,49.61,2976.87,No
C01649,Female,0,No,Yes,57,Two year,117.79,6706.59,Yes
C01650,Male,0,Yes,Yes,30,Month-to-month,63.1,1893.11,Yes
C01651,Male,0,Yes,Yes,53,Month-to-month,68.13,3603.95,No
C01652,Male,0,No,No,26,One year,21.32,547.1,No
C01653,Female,0,No,No,2,One year,36.4,68.26,No
C01654,Female,0,Yes,Yes,43,Month-to-month,107.73,4641.75,No
C01655,Female,0,No,No,33,Month-to-month,24.33,796.8,No
C01656,Male,0,No,Yes,69,Month-to-month,91.24,6299.61,Yes
C01657,Female,0,Yes,No,50,One year,80.05,4008.28,No
C01658,Male,1,Yes,No,70,Month-to-month,86.49,6059.87,No
C01659,Female,0,Yes,Yes,19,One year,97.46,1856.76,No
C01660,Male,0,No,Yes,16,Month-to-month,55.63,889.43,No
C01661,Female,0,No,No,52,Month-to-month,84.55,4394.59,No
C01662,Male,0,Yes,Yes,69,Month-to-month,48.76,3373.14,Yes
C01663,Male,0,Yes,Yes,23,One year,58.83,1354.72,No
C01664,Male,0,No,Yes,27,Month-to-month,99.1,2678.74,No
C01665,Male,0,No,Yes,65,Month-to-month,103.9,6749.13,Yes
C01666,Male,0,No,Yes,11,Month-to-month,28.32,307.76,No
C01667,Male,0,Yes,No,48,Month-to-month,97.84,4687.87,No
C01668,Male,0,Yes,No,24,Month-to-month,53.08,1280.22,Yes
C01669,Female,0,No,No,51,Month-to-month,95.89,4897.84,No
C01670,Female,0,Yes,Yes,66,Month-to-month,80.25,5290.74,No
C01671,Female,0,Yes,No,66,Two year,103.3,6823.13,No
C01672,Female,1,Yes,Yes,39,Two year,35.44,1383.68,No
C01673,Female,0,Yes,Yes,34,Two year,104.11,3541.34,No
C01674,Male,0,No,No,34,Month-to-month,74.28,2516.27,No
C01675,Male,1,Yes,Yes,42,Month-to-month,112.56,4727.59,No
C01676,Female,0,No,Yes,69,One year,36.79,2544.22,No
C01677,Female,0,Yes,Yes,42,Month-to-month,28.64,1198.77,Yes
C01678,Male,0,Yes,No,15,Month-to-month,91.16,1357.42,Yes
C01679,Male,0,Yes,Yes,57,Two year,20.29,1154.36,No
C01680,Female,0,No,Yes,10,Month-to-month,93.22,936.76,No
C01681,Female,0,No,Yes,70,One year,39.53,2772.96,No
C01682,Male,1,No,Yes,51,Month-to-month,89.58,4563.57,No
C01683,Female,0,No,Yes,57,One year,105.51,6010.92,No
C01684,Female,0,Yes,No,24,One year,24.14,570.44,No
C01685,Male,0,Yes,No,22,Month-to-month,56.45,1234.85,No
C01686,Female,0,No,Yes,36,Month-to-month,77.67,2793.14,Yes
C01687,Female,0,No,Yes,52,Month-to-month,83.6,4341.92,No
C01688,Female,0,Yes,Yes,56,One year,100.92,5644.14,Yes
C01689,Female,0,No,Yes,71,Month-to-month,89.31,6333.77,No
C01690,Female,0,No,No,16,Month-to-month,37.76,601.5,No
C01691,Female,0,No,Yes,59,Month-to-month,28.18,1659.71,Yes
C01692,Female,1,No,No,45,Month-to-month,113.02,5081.4,Yes
C01693,Male,0,Yes,Yes,37,One year,57.38,2119.23,No
C01694,Female,0,Yes,No,40,Month-to-month,69.01,2770.14,Yes
C01695,Female,0,Yes,No,56,Month-to-month,47.46,2653.27,No
C01696,Female,0,No,No,29,Month-to-month,54.58,1575.26,No
C01697,Female,0,No,No,42,Month-to-month,76.85,3221.84,Yes
C01698,Female,0,No,No,38,Month-to-month,67.62,2577.3,No
C01699,Male,0,No,Yes,5,Month-to-month,118.65,596.83,Yes
C01700,Female,0,Yes,No,28,Two year,63.95,1785.12,No
C01701,Female,0,Yes,No,26,Month-to-month,75.61,1961.01,Yes
C01702,Male,0,No,Yes,70,One year,100.93,7055.37,Yes
C01703,Male,1,No,No,32,Month-to-month,114.6,3663.25,No
C01704,Female,0,Yes,Yes,37,Month-to-month,104.66,3881.79,No
C01705,Male,0,No,Yes,29,One year,83.25,2415.93,No
C01706,Female,0,Yes,Yes,68,Two year,30.01,2040.16,Yes
C01707,Female,1,Yes,No,57,Month-to-month,112.51,6420.28,No
C01708,Male,0,No,Yes,36,Two year,116.31,4193.97,No
C01709,Male,0,No,Yes,43,Month-to-month,76.98,3306.4,No
C01710,Female,0,No,Yes,34,Two year,38.89,1328.73,No
C01711,Female,0,No,No,12,Month-to-month,26.63,311.89,No
C01712,Female,0,Yes,No,14,Two year,21.11,303.81,No
C01713,Female,0,Yes,Yes,10,Month-to-month,89.75,907.05,No
C01714,Female,0,No,Yes,40,Month-to-month,56.97,2277.68,Yes
C01715,Male,0,Yes,No,49,Month-to-month,54.16,2657.02,No
C01716,Male,0,Yes,Yes,14,Two year,37.47,533.85,No
C01717,Female,0,Yes,Yes,67,Month-to-month,75.4,5055.57,Yes
C01718,Male,0,No,Yes,41,Month-to-month,117.76,4833.98,No
C01719,Male,0,Yes,No,65,One year,55.43,3597.19,No
C01720,Female,0,No,Yes,50,Month-to-month,71.7,3575.56,No
C01721,Male,0,No,No,8,Month-to-month,51.12,407.96,Yes
C01722,Female,0,Yes,Yes,12,Month-to-month,34.13,418.32,Yes
C01723,Female,0,No,Yes,34,Two year,70.71,2395.91,No
C01724,Female,0,Yes,Yes,64,One year,39.16,2500.3,No
C01725,Male,1,No,Yes,35,One year,78.66,2749.56,No
C01726,Male,0,Yes,No,4,Month-to-month,46.17,180.02,No
C01727,Male,0,No,Yes,27,Two year,63.07,1697.2,No
C01728,Female,0,Yes,Yes,18,One year,102.38,1837.01,No
C01729,Male,0,Yes,Yes,10,Two year,42.45,420.13,No
C01730,Female,0,Yes,Yes,51,Month-to-month,94.78,4840.4,No
C01731,Female,0,No,No,18,Month-to-month,83.87,1519.42,No
C01732,Male,0,No,Yes,67,One year,107.38,7197.06,No
C01733,Male,0,Yes,Yes,20,Two year,117.19,2337.3,No
C01734,Male,0,No,Yes,44,Month-to-month,36.88,1612.9,Yes
C01735,Female,0,Yes,No,53,One year,112.17,5952.46,No
C01736,Male,1,No,No,20,Month-to-month,82.9,1653.31,Yes
C01737,Female,0,Yes,Yes,30,Month-to-month,66.75,1995.23,No
C01738,Male,0,Yes,Yes,34,Month-to-month,80.5,2733.25,No
C01739,Female,0,No,Yes,64,Month-to-month,71.94,4598.04,Yes
C01740,Male,0,Yes,No,46,Month-to-month,115.17,5303.55,Yes
C01741,Female,0,Yes,No,8,Two year,39.45,310.78,No
C01742,Male,0,Yes,Yes,2,One year,46.85,95.75,Yes
C01743,Female,1,No,Yes,26,One year,90.88,2364.52,No
C01744,Male,0,No,Yes,7,Two year,97.19,677.76,No
C01745,Male,0,No,No,22,Two year,87.21,1910.05,No
C01746,Male,0,No,No,32,One year,78.73,2520.59,No
C01747,Female,0,No,Yes,57,Two year,39.7,2272.34,No
C01748,Female,0,Yes,No,38,Two year,91.29,3464.36,No
C01749,Female,0,No,No,2,Month-to-month,79.63,162.83,No
C01750,Male,0,No,No,41,Two year,70.19,2870.5,No
C01751,Male,0,No,Yes,50,One year,72.87,3644.4,Yes
C01752,Female,0,Yes,Yes,24,One year,40.06,966.39,No
C01753,Female,0,Yes,Yes,58,Month-to-month,63.27,3660.43,No
C01754,Male,0,No,Yes,27,Two year,93.07,2519.37,No
C01755,Female,0,No,Yes,26,One year,63.01,1630.78,Yes
C01756,Female,0,No,Yes,56,Month-to-month,99.49,5570.22,No
C01757,Female,0,No,Yes,34,Month-to-month,37.36,1267.66,Yes
C01758,Female,0,No,No,10,Month-to-month,75.52,753.59,Yes
C01759,Female,0,No,No,37,One year,65.01,2407.96,No
C01760,Female,0,Yes,No,70,One year,111.93,7836.26,No
C01761,Female,0,No,Yes,13,Month-to-month,64.62,844.1,No
C01762,Female,1,Yes,Yes,63,Two year,107.7,6787.0,No
C01763,Male,0,Yes,Yes,50,One year,26.58,1329.45,No
C01764,Female,0,Yes,No,69,Month-to-month,22.96,1588.43,Yes
C01765,Male,0,Yes,No,30,Month-to-month,63.74,1914.29,Yes
C01766,Male,0,No,No,5,One year,82.59,418.36,No
C01767,Female,0,No,No,8,One year,67.02,532.16,No
C01768,Male,0,Yes,Yes,49,One year,66.48,3256.22,No
C01769,Male,1,No,Yes,6,Month-to-month,113.05,668.48,Yes
C01770,Male,1,Yes,Yes,33,Month-to-month,118.96,3917.62,Yes
C01771,Female,0,Yes,No,36,One year,51.42,1850.96,No
C01772,Female,0,Yes,Yes,27,Month-to-month,89.58,2409.52,No
C01773,Male,0,Yes,No,30,Month-to-month,58.47,1750.34,No
C01774,Female,1,No,Yes,13,Month-to-month,39.99,522.44,No
C01775,Female,0,Yes,Yes,9,One year,71.16,646.93,No
C01776,Male,0,Yes,No,41,Two year,50.36,2072.02,No
C01777,Male,0,No,No,50,Month-to-month,33.55,1681.92,No
C01778,Female,0,No,Yes,70,One year,28.01,1960.86,No
C01779,Female,0,No,Yes,51,Two year,58.06,2965.51,No
C01780,Female,0,Yes,Yes,1,Month-to-month,29.35,35.57,Yes
C01781,Male,0,Yes,Yes,61,Month-to-month,92.58,5657.2,Yes
C01782,Male,0,Yes,No,8,Two year,47.96,377.63,No
C01783,Female,0,Yes,Yes,47,Two year,63.13,2959.33,No
C01784,Female,0,Yes,Yes,38,One year,39.36,1492.67,No
C01785,Male,0,Yes,No,49,One year,69.58,3399.95,No
C01786,Female,0,Yes,No,21,Month-to-month,62.62,1306.31,No
C01787,Female,0,Yes,No,46,Month-to-month,99.07,4558.38,No
C01788,Male,0,No,No,28,Month-to-month,109.09,3055.33,No
C01789,Female,0,No,No,37,Two year,27.02,993.96,No
C01790,Female,0,Yes,Yes,38,Month-to-month,60.12,2281.48,Yes
C01791,Female,0,Yes,Yes,68,Month-to-month,102.06,6949.01,No
C01792,Female,0,No,Yes,23,Month-to-month,97.91,2243.4,No
C01793,Male,0,No,Yes,34,One year,51.94,1759.49,No
